Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
Dermatology,Allergy,I have continuous_sneezing,I have shivering,I have chills,I have watering_from_eyes,I don't have cramps,I don't have obesity,I don't have brittle_nails,I don't have knee_pain,I don't have stiff_neck,I don't have depression,I don't have polyuria,I don't have rusty_sputum,I don't have palpitations,I don't have Swelling,I don’t have Ear Pain,I don't have Reduced Hearing,I don't have Persistent cough
